STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-03,,,8.5,1018,941,0,0,0,45,54,36,,,310,290,,,0,,19.9,23.9,,,1,1,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-04,,,9.62,2339,2323,0.09,0,0,41,48,33,,,300,310,,,0,,25.1,31.1,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-05,,,20.13,519,519,0,0,0,39,46,32,,,310,310,,,0,,36,45,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-06,,,8.95,2203,2202,0,0,0,37,43,31,,,320,320,,,0,,25.9,33.1,,,,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-07,,,9.62,255,26,0.03,0,0,38,42,33,,,310,300,,,0,,21,25.1,,,1,,,1,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-08,,,10.07,1345,1345,0.12,0.9,1,32,36,28,,,350,350,,,0,,19.9,23,,,1,,,1,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-09,,,8.05,1033,1056,0,0,0,33,42,24,,,200,210,,,0,,17.9,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-10,,,15.88,958,941,0,0,0,42,51,33,,,300,300,,,0,,31.1,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-11,,,,,,0,0,0,,46,30,,,180,180,,,0,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-12,,,17.67,,,0.07,0,0,,52,38,,,170,180,,,0,,34,40.9,,,1,1,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-13,,,16.78,1940,1356,0,0,0,36,43,28,,,310,240,,,0,,25.1,30,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-14,,,16.11,1102,1332,0,0,0,27,32,22,,,310,330,,,0,,25.1,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-15,,,7.61,54,1828,0,0,0,32,43,20,,,330,180,,,0,,15,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-16,,,6.26,1710,1708,0,0,0,41,50,31,,,130,130,,,0,,10.1,13,,,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-17,,,6.93,1422,1421,0,0,0,43,52,33,,,100,110,,,0,,11,14.1,,,1,1,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-18,,,10.07,1535,1635,1.11,0,0,40,44,36,,,360,360,,,0,,19.9,23.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-19,,,11.41,2005,918,0,0,0,38,43,33,,,10,360,,,0,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-20,,,12.75,344,954,0,0,0,36,40,32,,,360,330,,,0,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-21,,,13.42,1808,1808,0,0,0,31,35,26,,,310,310,,,0,,21.9,23.9,,,,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-22,,,20.36,1620,1614,0,0,0,22,27,17,,,350,360,,,0,,30,36.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-23,,,0.67,142,141,0,0,0,20,26,14,,,350,350,,,0,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-24,,,9.84,1622,1622,0,0,0,31,38,24,,,40,50,,,0,,17.9,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-25,,,13.42,1927,1917,0.02,0.3,0,33,38,27,,,360,360,,,0,,21,25.1,,,1,,,,,,,,,,1,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-26,,,16.11,2023,1725,0.03,0.5,1,39,48,30,,,310,310,,,0,,29.1,36,,,1,,,,,,,,,,1,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-27,,,8.5,20,19,0,0,0,40,49,31,,,320,320,,,0,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-02-28,,,12.53,1444,1054,0.6,0,0,43,49,37,,,120,100,,,0,,23.9,31.1,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-01,,,18.57,1638,1638,0.1,0,0,45,45,37,,,240,250,,,0,,30,33.1,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-02,,,15.66,1356,1303,0,0,0,42,49,34,,,250,260,,,0,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-03,,,18.12,2128,2127,0.21,0,0,44,54,34,,,140,140,,,0,,32,40,,,1,,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-04,,,27.51,1112,1024,0.15,0,0,42,51,33,,,210,210,,,0,,38,47,,,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-05,,,11.86,452,29,0,0,0,36,43,29,,,300,300,,,0,,25.1,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-06,,,11.63,1331,1330,0.37,0,0,39,46,32,,,110,110,,,0,,23.9,29.1,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-07,,,21.92,411,409,0.14,0.2,0,31,43,19,,,320,320,,,0,,32,38,,,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-08,,,18.34,1420,1420,0,0,0,27,36,17,,,310,310,,,0,,29.1,34,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-09,,,10.96,400,359,0,0,0,29,36,21,,,360,360,,,0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-10,,,13.65,1609,1608,0,0,0,35,41,28,,,360,360,,,0,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-11,,,19.91,2134,1952,0,0,0,35,43,26,,,310,300,,,0,,29.1,36,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-12,,,20.36,1443,1445,0,0,0,33,40,26,,,320,320,,,0,,28,32,,,,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-13,,,14.99,536,727,0,0,0,39,49,28,,,350,360,,,0,,25.9,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-14,,,9.17,2035,2032,0.75,2.1,0,38,43,32,,,80,60,,,0,,17,21.9,,,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-15,,,18.34,,,0.5,2.3,4,,40,32,,,300,310,,,0.8,,31.1,38,,,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-16,,,17.67,1530,1520,0,0,2,39,45,32,,,250,250,,,0,,25.9,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-17,,,11.41,1330,1345,0,0,0,48,61,35,,,230,230,,,0,,21,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-18,,,18.57,1330,1408,0,0,0,55,70,40,,,270,270,,,0,,36,42.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-19,,,19.91,2027,2026,0,0,0,43,49,37,,,310,310,,,0,,30,36,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-20,,,11.86,1623,1702,0,0,0,43,52,34,,,190,190,,,0,,21.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-21,,,14.54,2105,2104,0.43,0,0,39,48,30,,,120,120,,,0,,30,38.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-22,,,24.83,1029,1028,0.62,0,0,43,50,36,,,250,260,,,0,,36,40.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-23,,,15.21,14,2356,0,0,0,43,51,35,,,240,240,,,0,,23.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-24,,,7.83,1130,1223,0.14,0,0,46,51,40,,,160,190,,,0,,15,17,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-25,,,13.2,1940,2136,0,0,0,45,52,37,,,320,360,,,0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-26,,,9.84,153,145,0,0,0,41,49,32,,,360,360,,,0,,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-27,,,16.11,2102,2318,0.08,0,0,44,55,32,,,50,30,,,0,,29.1,36.9,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-28,,,17.67,535,917,0.17,0,0,44,50,38,,,20,30,,,0,,29.1,36,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-29,,,14.99,1842,1841,0,0,0,58,69,46,,,310,310,,,0,,30,33.1,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-30,,,17.67,1359,1408,0,0,0,53,62,44,,,290,320,,,0,,33.1,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-03-31,,,15.21,1736,1907,0,0,0,57,72,42,,,230,220,,,0,,23,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-01,,,8.72,1002,944,0.07,0,0,53,62,43,,,280,290,,,0,,21,23.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-02,,,10.29,1626,1707,0,0,0,53,60,45,,,110,110,,,0,,17.9,21.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-03,,,9.17,2057,2052,0,0,0,48,50,45,,,200,200,,,0,,17,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-04,,,13.87,2053,2053,0.14,0,0,54,64,43,,,20,20,,,0,,25.1,30,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-05,,,11.41,2353,33,0,0,0,47,58,35,,,10,20,,,0,,23,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-06,,,11.41,1820,1841,0.03,0,0,48,57,38,,,160,170,,,0,,28,34,,,,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-07,,,11.18,818,818,0,0,0,58,72,44,,,280,280,,,0,,25.1,30,,,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-08,,,12.08,1343,1342,0,0,0,64,80,47,,,260,260,,,0,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-09,,,12.53,1424,1423,0.45,0,0,54,64,43,,,40,30,,,0,,19.9,23,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-10,,,13.87,509,508,0.05,0,0,50,59,41,,,360,10,,,0,,25.9,32,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-11,,,10.29,1526,1525,0.41,0,0,42,46,37,,,110,110,,,0,,17,19.9,,,1,,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-12,,,16.33,2006,2027,0.06,0,0,47,56,38,,,320,320,,,0,,29.1,33.1,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-13,,,19.69,1704,1925,0,0,0,51,60,41,,,310,310,,,0,,34,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-14,,,18.79,1553,1553,0,0,0,55,65,45,,,310,320,,,0,,31.1,38,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-15,,,11.63,1304,1231,0,0,0,57,65,48,,,220,220,,,0,,21,23,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-16,,,8.5,1319,1319,0.22,0,0,46,51,41,,,100,110,,,0,,19.9,21.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-17,,,15.21,1133,1132,0,0,0,50,60,40,,,240,230,,,0,,28,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-18,,,14.99,1526,1524,0,0,0,53,62,44,,,260,260,,,0,,25.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-19,,,10.51,1710,1710,0,0,0,52,60,44,,,300,300,,,0,,21,23.9,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-20,,,8.05,1345,1345,0.18,0,0,46,49,42,,,10,10,,,0,,17,21,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-21,,,10.07,1456,1504,0,0,0,50,57,43,,,180,180,,,0,,17.9,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-22,,,5.37,109,1617,0.03,0,0,52,57,47,,,140,250,,,0,,14.1,23,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-23,,,9.4,1812,1817,0.32,0,0,51,57,44,,,360,350,,,0,,19.9,23,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-24,,,15.66,1538,1514,0,0,0,50,60,39,,,320,320,,,0,,25.1,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-25,,,12.97,1608,1608,0,0,0,50,60,39,,,180,180,,,0,,25.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-26,,,17.67,1404,2325,0,0,0,60,73,47,,,240,360,,,0,,30,34,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-27,,,13.42,714,8,0,0,0,54,64,44,,,350,350,,,0,,25.1,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-28,,,10.51,1817,1816,0,0,0,51,57,45,,,180,180,,,0,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-29,,,12.97,1815,1814,0,0,0,57,69,45,,,110,110,,,0,,23.9,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-04-30,,,10.29,1652,1011,0,0,0,52,61,43,,,110,70,,,0,,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-01,,,9.4,1658,1505,0,0,0,52,63,41,,,100,140,,,0,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-02,,,13.65,906,904,0,0,0,56,66,46,,,70,60,,,0,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-03,,,20.8,1416,1415,0.01,0,0,56,61,51,,,20,10,,,0,,31.1,38,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-04,,,7.61,8,15,0.46,0,0,56,62,50,,,30,40,,,0,,19.9,23,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-05,,,5.82,1453,1738,0.01,0,0,62,69,54,,,200,200,,,0,,15,16.1,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-06,,,7.61,1429,1439,0,0,0,58,62,53,,,90,110,,,0,,15,17,,,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-07,,,11.63,2040,2130,0.1,0,0,56,59,53,,,100,100,,,0,,21,23.9,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-08,,,8.5,623,636,0.11,0,0,57,60,54,,,90,90,,,0,,16.1,21,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-09,,,9.17,1208,1159,0,0,0,63,74,51,,,270,270,,,0,,19.9,23.9,,,1,1,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-10,,,11.18,619,618,0,0,0,64,73,55,,,320,320,,,0,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-11,,,11.18,1713,1654,0,0,0,56,61,51,,,180,180,,,0,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-12,,,6.49,1711,1726,0,0,0,60,70,50,,,130,140,,,0,,15,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-13,,,10.51,1223,1222,0,0,0,57,64,49,,,200,200,,,0,,17,19.9,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-14,,,8.5,1336,1336,0,0,0,54,62,45,,,140,140,,,0,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-15,,,8.72,1356,1235,0,0,0,58,70,45,,,160,90,,,0,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-16,,,10.51,1701,1342,0,0,0,57,67,47,,,110,120,,,0,,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-17,,,9.4,1733,1152,0,0,0,60,70,49,,,110,120,,,0,,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-18,,,9.4,1832,1855,0.03,0,0,60,68,52,,,110,100,,,0,,17.9,21.9,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-19,,,8.5,1943,1932,1.76,0,0,63,66,60,,,360,360,,,0,,21,23.9,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-20,,,14.76,1216,1221,0,0,0,66,75,56,,,360,360,,,0,,30,36,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-21,,,7.61,1626,1111,0,0,0,63,74,51,,,190,270,,,0,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-22,,,6.71,1700,1727,0,0,0,65,75,54,,,120,110,,,0,,14.1,15,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-23,,,7.61,1108,1107,0.27,0,0,60,62,58,,,120,120,,,0,,16.1,17.9,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-24,,,9.84,1244,1244,0.79,0,0,61,64,57,,,190,210,,,0,,23,28,,,1,1,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-25,,,14.99,958,1001,0,0,0,63,71,54,,,230,240,,,0,,29.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-26,,,16.33,1214,1026,0,0,0,65,74,56,,,240,230,,,0,,29.1,36,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-27,,,12.08,1531,1530,0,0,0,65,73,57,,,300,290,,,0,,25.1,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-28,,,6.71,729,727,0,0,0,69,80,57,,,330,320,,,0,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-29,,,7.16,1431,1445,0,0,0,72,85,58,,,190,190,,,0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-30,,,6.49,1326,1328,0,0,0,74,86,62,,,200,190,,,0,,15,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-05-31,,,5.59,1623,1622,0,0,0,71,82,59,,,170,180,,,0,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-01,,,8.72,1555,1637,0,0,0,74,82,65,,,180,180,,,0,,21,23.9,,,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-02,,,11.41,1744,1809,0,0,0,74,80,68,,,180,180,,,0,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-03,,,14.54,2214,2158,0,0,0,76,85,66,,,330,330,,,0,,25.9,32,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-04,,,11.41,1423,1422,0,0,0,71,79,62,,,350,360,,,0,,23,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-05,,,8.05,1554,1611,0,0,0,66,77,54,,,140,150,,,0,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-06,,,11.41,1709,1709,0,0,0,65,72,58,,,180,180,,,0,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-07,,,10.29,1510,1508,0,0,0,80,92,67,,,200,210,,,0,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-08,,,12.3,1654,1653,0,0,0,84,96,71,,,270,270,,,0,,21.9,25.9,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-09,,,14.09,1621,1614,0,0,0,75,87,62,,,110,110,,,0,,25.1,30,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-10,,,10.74,1408,1420,0,0,0,65,72,57,,,110,110,,,0,,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-11,,,8.05,1133,1533,0,0,0,63,73,53,,,180,130,,,0,,15,17,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-12,,,8.95,813,1107,0.06,0,0,68,78,58,,,30,30,,,0,,15,17,,,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-13,,,10.51,1526,1559,0.01,0,0,74,80,67,,,120,120,,,0,,17.9,23,,,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-14,,,13.2,1824,1824,0.02,0,0,71,75,66,,,180,180,,,0,,21.9,28,,,1,,1,,,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-15,,,11.41,2258,2341,0,0,0,75,84,65,,,10,10,,,0,,21,23.9,,,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-16,,,10.51,14,36,0,0,0,66,74,58,,,20,10,,,0,,17.9,21.9,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1999-06-17,,,8.28,1202,1134,0.05,0,0,63,67,58,,,110,110,,,0,,16.1,21.9,,,,,,,,,,,,,,,,1,,,,,,
